R 18:07:06.880: 08,02,C0,00,00,0B,00,00,00,07,02,56,00,20,00,00,00,60,08,
R 18:07:56.725: 08,02,C0,1B,00,19,00,00,00,3B,02,B7,00,00,00,07,3F,80,00,00,00,00,00,00,00,00,00,00,00,03,00,00,08,
R 18:07:58.740: 08,02,C0,1C,00,19,00,00,00,3D,02,B5,00,00,00,07,3F,80,00,00,00,00,00,00,00,00,00,00,00,03,00,00,08,
R 18:08:00.732: 08,02,C0,1D,00,19,00,00,00,3F,02,B7,00,00,00,07,3F,80,00,00,00,00,00,00,00,00,00,00,00,03,00,00,08,
R 18:08:02.994: 08,02,C0,1E,00,19,00,00,00,41,02,BA,00,00,00,07,3F,80,00,00,00,00,00,00,00,00,00,00,00,03,00,00,08,
R 18:08:04.725: 08,02,C0,1F,00,19,00,00,00,43,02,BC,00,00,00,07,3F,80,00,00,00,00,00,00,00,00,00,00,00,03,00,00,08,
R 18:08:06.994: 08,02,C0,20,00,19,00,00,00,45,02,BE,00,00,00,07,3F,80,00,00,00,00,00,00,00,00,00,00,00,03,00,00,08,
R 18:08:08.725: 08,02,C0,21,00,19,00,00,00,47,02,BE,00,00,00,07,3F,80,00,00,00,00,00,00,00,00,00,00,00,03,00,00,08,
R 18:08:10.996: 08,02,C0,22,00,19,00,00,00,49,02,BD,00,00,00,07,3F,80,00,00,00,00,00,00,00,00,00,00,00,03,00,00,08,
R 18:08:12.988: 08,02,C0,23,00,19,00,00,00,4B,02,BF,00,00,00,07,3F,80,00,00,00,00,00,00,00,00,00,00,00,03,00,00,08,
R 18:08:14.985: 08,02,C0,24,00,19,00,00,00,4D,02,C1,00,00,00,07,3F,80,00,00,00,00,00,00,00,00,00,00,00,03,00,00,08,
R 18:08:16.975: 08,02,C0,25,00,19,00,00,00,4F,02,C1,00,00,00,07,3F,80,00,00,00,00,00,00,00,00,00,00,00,03,00,00,08,
R 18:08:20.988: 08,02,C0,26,00,19,00,00,00,51,02,C0,00,00,00,07,3F,80,00,00,00,00,00,00,00,00,00,00,00,03,00,00,08,
R 18:08:23.000: 08,02,C0,28,00,19,00,00,00,55,02,C5,00,00,00,07,3F,80,00,00,00,00,00,00,00,00,00,00,00,03,00,00,08,
R 18:08:24.988: 08,02,C0,29,00,19,00,00,00,57,02,C7,00,00,00,07,3F,80,00,00,00,00,00,00,00,00,00,00,00,03,00,00,08,
R 18:08:27.039: 08,02,C0,2A,00,19,00,00,00,59,02,C9,00,00,00,07,3F,80,00,00,00,00,00,00,00,00,00,00,00,03,00,00,08,
R 18:08:28.975: 08,02,C0,2B,00,19,00,00,00,5B,02,CA,00,00,00,07,3F,80,00,00,00,00,00,00,00,00,00,00,00,03,00,00,08,
R 18:08:30.994: 08,02,C0,2C,00,19,00,00,00,5D,02,C8,00,00,00,07,3F,80,00,00,00,00,00,00,00,00,00,00,00,03,00,00,08,
R 18:08:32.994: 08,02,C0,2D,00,19,00,00,00,5F,02,CA,00,00,00,07,3F,80,00,00,00,00,00,00,00,00,00,00,00,03,00,00,08,
R 18:08:34.990: 08,02,C0,2E,00,19,00,00,00,61,02,CC,00,00,00,07,3F,80,00,00,00,00,00,00,00,00,00,00,00,03,00,00,08,
R 18:08:36.975: 08,02,C0,2F,00,19,00,00,00,63,02,CE,00,00,00,07,3F,80,00,00,00,00,00,00,00,00,00,00,00,03,00,00,08,
R 18:08:38.992: 08,02,C0,30,00,19,00,00,00,65,02,CE,00,00,00,07,3F,80,00,00,00,00,00,00,00,00,00,00,00,03,00,00,08,
R 18:08:41.245: 08,02,C0,31,00,19,00,00,00,67,02,CC,00,00,00,07,3F,80,00,00,00,00,00,00,00,00,00,00,00,03,00,00,08,
R 18:08:42.994: 08,02,C0,32,00,19,00,00,00,69,02,CE,00,00,00,07,3F,80,00,00,00,00,00,00,00,00,00,00,00,03,00,00,08,
R 18:08:45.235: 08,02,C0,33,00,19,00,00,00,6B,02,D0,00,00,00,07,3F,80,00,00,00,00,00,00,00,00,00,00,00,03,00,00,08,
R 18:08:46.977: 08,02,C0,34,00,19,00,00,00,6D,02,D2,00,00,00,07,3F,80,00,00,00,00,00,00,00,00,00,00,00,03,00,00,08,
R 18:08:49.232: 08,02,C0,35,00,19,00,00,00,6F,02,D4,00,00,00,07,3F,80,00,00,00,00,00,00,00,00,00,00,00,03,00,00,08,
R 18:08:50.997: 08,02,C0,36,00,19,00,00,00,71,02,D3,00,00,00,07,3F,80,00,00,00,00,00,00,00,00,00,00,00,03,00,00,08,
R 18:08:53.232: 08,02,C0,37,00,19,00,00,00,73,02,D4,00,00,00,07,3F,80,00,00,00,00,00,00,00,00,00,00,00,03,00,00,08,
R 18:08:55.244: 08,02,C0,38,00,19,00,00,00,75,02,D5,00,00,00,07,3F,80,00,00,00,00,00,00,00,00,00,00,00,03,00,00,08,
R 18:08:57.244: 08,02,C0,39,00,19,00,00,00,77,02,D7,00,00,00,07,3F,80,00,00,00,00,00,00,00,00,00,00,00,03,00,00,08,
R 18:08:59.225: 08,02,C0,3A,00,19,00,00,00,79,02,D9,00,00,00,07,3F,80,00,00,00,00,00,00,00,00,00,00,00,03,00,00,08,
R 18:09:03.244: 08,02,C0,3B,00,19,00,00,00,7B,02,D9,00,00,00,07,3F,80,00,00,00,00,00,00,00,00,00,00,00,03,00,00,08,
R 18:09:05.232: 08,02,C0,3D,00,19,00,00,00,7F,02,DB,00,00,00,07,3F,80,00,00,00,00,00,00,00,00,00,00,00,03,00,00,08,
R 18:09:07.244: 08,02,C0,3E,00,19,00,00,00,81,02,DC,00,00,00,07,3F,80,00,00,00,00,00,00,00,00,00,00,00,03,00,00,08,
R 18:09:09.242: 08,02,C0,3F,00,19,00,00,00,83,02,DD,00,00,00,07,3F,80,00,00,00,00,00,00,00,00,00,00,00,03,00,00,08,
R 18:09:11.225: 08,02,C0,40,00,19,00,00,00,85,02,DD,00,00,00,07,3F,80,00,00,00,00,00,00,00,00,00,00,00,03,00,00,08,
R 18:09:13.237: 08,02,C0,41,00,19,00,00,00,87,02,DE,00,00,00,07,3F,80,00,00,00,00,00,00,00,00,00,00,00,03,00,00,08,
R 18:09:15.225: 08,02,C0,42,00,19,00,00,00,89,02,E0,00,00,00,07,3F,80,00,00,00,00,00,00,00,00,00,00,00,03,00,00,08,
R 18:09:17.232: 08,02,C0,43,00,19,00,00,00,8B,02,E2,00,00,00,07,3F,80,00,00,00,00,00,00,00,00,00,00,00,03,00,00,08,
R 18:09:19.231: 08,02,C0,44,00,19,00,00,00,8D,02,E4,00,00,00,07,3F,80,00,00,00,00,00,00,00,00,00,00,00,03,00,00,08,
R 18:09:21.244: 08,02,C0,45,00,19,00,00,00,8F,02,E5,00,00,00,07,3F,80,00,00,00,00,00,00,00,00,00,00,00,03,00,00,08,
R 18:09:23.496: 08,02,C0,46,00,19,00,00,00,91,02,E6,00,00,00,07,3F,80,00,00,00,00,00,00,00,00,00,00,00,03,00,00,08,
R 18:09:25.225: 08,02,C0,47,00,19,00,00,00,93,02,E5,00,00,00,07,3F,80,00,00,00,00,00,00,00,00,00,00,00,03,00,00,08,
R 18:09:26.250: 08,02,C0,48,00,19,00,00,00,95,02,E7,00,00,00,07,3F,80,00,00,00,00,00,00,00,00,00,00,00,03,00,00,08,
R 18:09:28.249: 08,02,C0,49,00,19,00,00,00,97,02,E9,00,00,00,07,3F,80,00,00,00,00,00,00,00,00,00,00,00,03,00,00,08,
R 18:09:30.493: 08,02,C0,4A,00,19,00,00,00,99,02,EB,00,00,00,07,3F,80,00,00,00,00,00,00,00,00,00,00,00,03,00,00,08,
R 18:09:32.229: 08,02,C0,4B,00,19,00,00,00,9B,02,EA,00,00,00,07,3F,80,00,00,00,00,00,00,00,00,00,00,00,03,00,00,08,
R 18:09:34.482: 08,02,C0,4C,00,19,00,00,00,9D,02,EB,00,00,00,07,3F,80,00,00,00,00,00,00,00,00,00,00,00,03,00,00,08,
R 18:09:36.231: 08,02,C0,4D,00,19,00,00,00,9F,02,ED,00,00,00,07,3F,80,00,00,00,00,00,00,00,00,00,00,00,03,00,00,08,
R 18:09:38.538: 08,02,C0,4E,00,19,00,00,00,A1,02,EF,00,00,00,07,3F,80,00,00,00,00,00,00,00,00,00,00,00,03,00,00,08,
R 18:09:40.494: 08,02,C0,4F,00,19,00,00,00,A3,02,EE,00,00,00,07,3F,80,00,00,00,00,00,00,00,00,00,00,00,03,00,00,08,
R 18:09:42.493: 08,02,C0,50,00,19,00,00,00,A5,02,EF,00,00,00,07,3F,80,00,00,00,00,00,00,00,00,00,00,00,03,00,00,08,
R 18:09:44.495: 08,02,C0,51,00,19,00,00,00,A7,02,EF,00,00,00,07,3F,80,00,00,00,00,00,00,00,00,00,00,00,03,00,00,08,
R 18:09:46.613: 08,02,C0,52,00,19,00,00,00,A9,02,F1,00,00,00,07,3F,80,00,00,00,00,00,00,00,00,00,00,00,03,00,00,08,
R 18:09:48.482: 08,02,C0,53,00,19,00,00,00,AB,02,F3,00,00,00,07,3F,80,00,00,00,00,00,00,00,00,00,00,00,03,00,00,08,
R 18:09:50.475: 08,02,C0,54,00,19,00,00,00,AD,02,F5,00,00,00,07,3F,80,00,00,00,00,00,00,00,00,00,00,00,03,00,00,08,
R 18:09:52.496: 08,02,C0,55,00,19,00,00,00,AF,02,F6,00,00,00,07,3F,80,00,00,00,00,00,00,00,00,00,00,00,03,00,00,08,
R 18:09:54.475: 08,02,C0,56,00,19,00,00,00,B1,02,F4,00,00,00,07,3F,80,00,00,00,00,00,00,00,00,00,00,00,03,00,00,08,
R 18:09:56.494: 08,02,C0,57,00,19,00,00,00,B3,02,F6,00,00,00,07,3F,80,00,00,00,00,00,00,00,00,00,00,00,03,00,00,08,
R 18:09:58.486: 08,02,C0,58,00,19,00,00,00,B5,02,F8,00,00,00,07,3F,80,00,00,00,00,00,00,00,00,00,00,00,03,00,00,08,
R 18:10:00.475: 08,02,C0,59,00,19,00,00,00,B7,02,F9,00,00,00,07,3F,80,00,00,00,00,00,00,00,00,00,00,00,03,00,00,08,
R 18:10:02.486: 08,02,C0,5A,00,19,00,00,00,B9,02,FB,00,00,00,07,3F,80,00,00,00,00,00,00,00,00,00,00,00,03,00,00,08,
R 18:10:04.475: 08,02,C0,5B,00,19,00,00,00,BB,02,FA,00,00,00,07,3F,80,00,00,00,00,00,00,00,00,00,00,00,03,00,00,08,
R 18:10:06.482: 08,02,C0,5C,00,19,00,00,00,BD,02,FB,00,00,00,07,3F,80,00,00,00,00,00,00,00,00,00,00,00,03,00,00,08,
R 18:10:08.744: 08,02,C0,5D,00,19,00,00,00,BF,02,FD,00,00,00,07,3F,80,00,00,00,00,00,00,00,00,00,00,00,03,00,00,08,
R 18:10:10.475: 08,02,C0,5E,00,19,00,00,00,C1,02,FF,00,00,00,07,3F,80,00,00,00,00,00,00,00,00,00,00,00,03,00,00,08,
R 18:10:12.745: 08,02,C0,5F,00,19,00,00,00,C3,03,01,00,00,00,07,3F,80,00,00,00,00,00,00,00,00,00,00,00,03,00,00,08,
R 18:10:14.475: 08,02,C0,60,00,19,00,00,00,C5,03,02,00,00,00,07,3F,80,00,00,00,00,00,00,00,00,00,00,00,03,00,00,08,
R 18:10:16.725: 08,02,C0,61,00,19,00,00,00,C7,03,01,00,00,00,07,3F,80,00,00,00,00,00,00,00,00,00,00,00,03,00,00,08,
R 18:10:18.497: 08,02,C0,62,00,19,00,00,00,C9,03,01,00,00,00,07,3F,80,00,00,00,00,00,00,00,00,00,00,00,03,00,00,08,
R 18:10:20.743: 08,02,C0,63,00,19,00,00,00,CB,03,03,00,00,00,07,3F,80,00,00,00,00,00,00,00,00,00,00,00,03,00,00,08,
R 18:10:24.749: 08,02,C0,64,00,19,00,00,00,CD,03,05,00,00,00,07,3F,80,00,00,00,00,00,00,00,00,00,00,00,03,00,00,08,
R 18:10:26.744: 08,02,C0,66,00,19,00,00,00,D1,03,09,00,00,00,07,3F,80,00,00,00,00,00,00,00,00,00,00,00,03,00,00,08,
R 18:10:28.743: 08,02,C0,67,00,19,00,00,00,D3,03,09,00,00,00,07,3F,80,00,00,00,00,00,00,00,00,00,00,00,03,00,00,08,
R 18:10:30.725: 08,02,C0,68,00,19,00,00,00,D5,03,08,00,00,00,07,3F,80,00,00,00,00,00,00,00,00,00,00,00,03,00,00,08,
R 18:10:32.746: 08,02,C0,69,00,19,00,00,00,D7,03,0A,00,00,00,07,3F,80,00,00,00,00,00,00,00,00,00,00,00,03,00,00,08,
R 18:10:34.744: 08,02,C0,6A,00,19,00,00,00,D9,03,0C,00,00,00,07,3F,80,00,00,00,00,00,00,00,00,00,00,00,03,00,00,08,
R 18:10:36.736: 08,02,C0,6B,00,19,00,00,00,DB,03,0D,00,00,00,07,3F,80,00,00,00,00,00,00,00,00,00,00,00,03,00,00,08,
R 18:10:38.725: 08,02,C0,6C,00,19,00,00,00,DD,03,0F,00,00,00,07,3F,80,00,00,00,00,00,00,00,00,00,00,00,03,00,00,08,
R 18:10:40.740: 08,02,C0,6D,00,19,00,00,00,DF,03,0D,00,00,00,07,3F,80,00,00,00,00,00,00,00,00,00,00,00,03,00,00,08,
R 18:10:42.746: 08,02,C0,6E,00,19,00,00,00,E1,03,0F,00,00,00,07,3F,80,00,00,00,00,00,00,00,00,00,00,00,03,00,00,08,
R 18:10:48.729: 08,02,C0,6F,00,19,00,00,00,E3,03,10,00,00,00,07,3F,80,00,00,00,00,00,00,00,00,00,00,00,03,00,00,08,
R 18:10:50.738: 08,02,C0,72,00,19,00,00,00,E9,03,15,00,00,00,07,3F,80,00,00,00,00,00,00,00,00,00,00,00,03,00,00,08,
R 18:10:52.747: 08,02,C0,73,00,19,00,00,00,EB,03,15,00,00,00,07,3F,80,00,00,00,00,00,00,00,00,00,00,00,03,00,00,08,
R 18:10:54.740: 08,02,C0,74,00,19,00,00,00,ED,03,14,00,00,00,07,3F,80,00,00,00,00,00,00,00,00,00,00,00,03,00,00,08,
R 18:10:56.741: 08,02,C0,75,00,19,00,00,00,EF,03,16,00,00,00,07,3F,80,00,00,00,00,00,00,00,00,00,00,00,03,00,00,08,
R 18:10:58.745: 08,02,C0,76,00,19,00,00,00,F1,03,16,00,00,00,07,3F,80,00,00,00,00,00,00,00,00,00,00,00,03,00,00,08,
R 18:11:00.993: 08,02,C0,77,00,19,00,00,00,F3,03,18,00,00,00,07,3F,80,00,00,00,00,00,00,00,00,00,00,00,03,00,00,08,
R 18:11:02.725: 08,02,C0,78,00,19,00,00,00,F5,03,19,00,00,00,07,3F,80,00,00,00,00,00,00,00,00,00,00,00,03,00,00,08,
R 18:11:04.975: 08,02,C0,78,00,19,00,00,00,F5,03,19,00,00,00,07,3F,80,00,00,00,00,00,00,00,00,00,00,00,03,00,00,08,
R 18:11:06.725: 08,02,C0,78,00,19,00,00,00,F5,03,19,00,00,00,07,3F,80,00,00,00,00,00,00,00,00,00,00,00,03,00,00,08,
R 18:11:06.998: 08,02,C0,78,00,19,00,00,00,F5,03,19,00,00,00,07,3F,80,00,00,00,00,00,00,00,00,00,00,00,03,00,00,00,
R 18:11:08.993: 08,02,C0,78,00,19,00,00,00,F5,03,19,00,00,00,07,3F,80,00,00,00,00,00,00,00,00,00,00,00,03,00,00,08,
R 18:11:14.992: 08,02,C0,78,00,19,00,00,00,F5,03,19,00,00,00,07,3F,80,00,00,00,00,00,00,00,00,00,00,00,03,00,00,08,
R 18:11:16.997: 08,02,C0,78,00,19,00,00,00,F5,03,19,00,00,00,07,3F,80,00,00,00,00,00,00,00,00,00,00,00,03,00,00,08,
R 18:11:18.993: 08,02,C0,78,00,19,00,00,00,F5,03,19,00,00,00,07,3F,80,00,00,00,00,00,00,00,00,00,00,00,03,00,00,08,
R 18:11:20.987: 08,02,C0,78,00,19,00,00,00,F5,03,19,00,00,00,07,3F,80,00,00,00,00,00,00,00,00,00,00,00,03,00,00,08,
R 18:11:22.994: 08,02,C0,78,00,19,00,00,00,F5,03,19,00,00,00,07,3F,80,00,00,00,00,00,00,00,00,00,00,00,03,00,00,08,
R 18:11:24.995: 08,02,C0,78,00,19,00,00,00,F5,03,19,00,00,00,07,3F,80,00,00,00,00,00,00,00,00,00,00,00,03,00,00,08,
R 18:11:26.994: 08,02,C0,78,00,19,00,00,00,F5,03,19,00,00,00,07,3F,80,00,00,00,00,00,00,00,00,00,00,00,03,00,00,08,
R 18:11:32.983: 08,02,C0,78,00,19,00,00,00,F5,03,19,00,00,00,07,3F,80,00,00,00,00,00,00,00,00,00,00,00,03,00,00,08,
R 18:11:34.983: 08,02,C0,78,00,19,00,00,00,F5,03,19,00,00,00,07,3F,80,00,00,00,00,00,00,00,00,00,00,00,03,00,00,08,
R 18:11:36.986: 08,02,C0,78,00,19,00,00,00,F5,03,19,00,00,00,07,3F,80,00,00,00,00,00,00,00,00,00,00,00,03,00,00,08,
R 18:11:38.994: 08,02,C0,78,00,19,00,00,00,F5,03,19,00,00,00,07,3F,80,00,00,00,00,00,00,00,00,00,00,00,03,00,00,08,
R 18:11:40.993: 08,02,C0,78,00,19,00,00,00,F5,03,19,00,00,00,07,3F,80,00,00,00,00,00,00,00,00,00,00,00,03,00,00,08,
R 18:11:43.243: 08,02,C0,78,00,19,00,00,00,F5,03,19,00,00,00,07,3F,80,00,00,00,00,00,00,00,00,00,00,00,03,00,00,08,
R 18:11:44.975: 08,02,C0,78,00,19,00,00,00,F5,03,19,00,00,00,07,3F,80,00,00,00,00,00,00,00,00,00,00,00,03,00,00,08,
R 18:11:45.231: 08,02,C0,78,00,19,00,00,00,F5,03,19,00,00,00,07,3F,80,00,00,00,00,00,00,00,00,00,00,00,03,00,00,00,
R 18:11:47.232: 08,02,C0,78,00,19,00,00,00,F5,03,19,00,00,00,07,3F,80,00,00,00,00,00,00,00,00,00,00,00,03,00,00,08,
R 18:11:49.249: 08,02,C0,78,00,19,00,00,00,F5,03,19,00,00,00,07,3F,80,00,00,00,00,00,00,00,00,00,00,00,03,00,00,08,
R 18:11:51.238: 08,02,C0,78,00,19,00,00,00,F5,03,19,00,00,00,07,3F,80,00,00,00,00,00,00,00,00,00,00,00,03,00,00,08,
R 18:11:53.243: 08,02,C0,78,00,19,00,00,00,F5,03,19,00,00,00,07,3F,80,00,00,00,00,00,00,00,00,00,00,00,03,00,00,08,
R 18:11:55.225: 08,02,C0,78,00,19,00,00,00,F5,03,19,00,00,00,07,3F,80,00,00,00,00,00,00,00,00,00,00,00,03,00,00,08,
R 18:11:57.245: 08,02,C0,78,00,19,00,00,00,F5,03,19,00,00,00,07,3F,80,00,00,00,00,00,00,00,00,00,00,00,03,00,00,08,
R 18:11:59.225: 08,02,C0,78,00,19,00,00,00,F5,03,19,00,00,00,07,3F,80,00,00,00,00,00,00,00,00,00,00,00,03,00,00,08,
R 18:12:01.225: 08,02,C0,78,00,19,00,00,00,F5,03,19,00,00,00,07,3F,80,00,00,00,00,00,00,00,00,00,00,00,03,00,00,08,
R 18:12:03.231: 08,02,C0,78,00,19,00,00,00,F5,03,19,00,00,00,07,3F,80,00,00,00,00,00,00,00,00,00,00,00,03,00,00,08,
R 18:12:05.225: 08,02,C0,78,00,19,00,00,00,F5,03,19,00,00,00,07,3F,80,00,00,00,00,00,00,00,00,00,00,00,03,00,00,08,
R 18:12:07.243: 08,02,C0,78,00,19,00,00,00,F5,03,19,00,00,00,07,3F,80,00,00,00,00,00,00,00,00,00,00,00,03,00,00,08,
R 18:12:09.244: 08,02,C0,78,00,19,00,00,00,F5,03,19,00,00,00,07,3F,80,00,00,00,00,00,00,00,00,00,00,00,03,00,00,08,
R 18:12:11.225: 08,02,C0,78,00,19,00,00,00,F5,03,19,00,00,00,07,3F,80,00,00,00,00,00,00,00,00,00,00,00,03,00,00,08,
R 18:12:15.233: 08,02,C0,78,00,19,00,00,00,F5,03,19,00,00,00,07,3F,80,00,00,00,00,00,00,00,00,00,00,00,03,00,00,08,
R 18:12:17.248: 08,02,C0,78,00,19,00,00,00,F5,03,19,00,00,00,07,3F,80,00,00,00,00,00,00,00,00,00,00,00,03,00,00,08,
R 18:12:19.248: 08,02,C0,78,00,19,00,00,00,F5,03,19,00,00,00,07,3F,80,00,00,00,00,00,00,00,00,00,00,00,03,00,00,08,
R 18:12:21.244: 08,02,C0,78,00,19,00,00,00,F5,03,19,00,00,00,07,3F,80,00,00,00,00,00,00,00,00,00,00,00,03,00,00,08,
R 18:12:23.230: 08,02,C0,78,00,19,00,00,00,F5,03,19,00,00,00,07,3F,80,00,00,00,00,00,00,00,00,00,00,00,03,00,00,08,
R 18:12:25.243: 08,02,C0,78,00,19,00,00,00,F5,03,19,00,00,00,07,3F,80,00,00,00,00,00,00,00,00,00,00,00,03,00,00,08,
R 18:12:27.230: 08,02,C0,78,00,19,00,00,00,F5,03,19,00,00,00,07,3F,80,00,00,00,00,00,00,00,00,00,00,00,03,00,00,08,
R 18:12:27.486: 08,02,C0,78,00,19,00,00,00,F5,03,19,00,00,00,07,3F,80,00,00,00,00,00,00,00,00,00,00,00,03,00,00,00,
R 18:12:29.225: 08,02,C0,78,00,19,00,00,00,F5,03,19,00,00,00,07,3F,80,00,00,00,00,00,00,00,00,00,00,00,03,00,00,08,
R 18:12:31.523: 08,02,C0,78,00,19,00,00,00,F5,03,19,00,00,00,07,3F,80,00,00,00,00,00,00,00,00,00,00,00,03,00,00,08,
R 18:12:33.234: 08,02,C0,78,00,19,00,00,00,F5,03,19,00,00,00,07,3F,80,00,00,00,00,00,00,00,00,00,00,00,03,00,00,08,
R 18:12:35.475: 08,02,C0,78,00,19,00,00,00,F5,03,19,00,00,00,07,3F,80,00,00,00,00,00,00,00,00,00,00,00,03,00,00,08,
R 18:12:37.248: 08,02,C0,78,00,19,00,00,00,F5,03,19,00,00,00,07,3F,80,00,00,00,00,00,00,00,00,00,00,00,03,00,00,08,
R 18:12:39.494: 08,02,C0,78,00,19,00,00,00,F5,03,19,00,00,00,07,3F,80,00,00,00,00,00,00,00,00,00,00,00,03,00,00,08,
R 18:12:41.249: 08,02,C0,78,00,19,00,00,00,F5,03,19,00,00,00,07,3F,80,00,00,00,00,00,00,00,00,00,00,00,03,00,00,08,
R 18:12:43.554: 08,02,C0,78,00,19,00,00,00,F5,03,19,00,00,00,07,3F,80,00,00,00,00,00,00,00,00,00,00,00,03,00,00,08,
R 18:12:45.495: 08,02,C0,78,00,19,00,00,00,F5,03,19,00,00,00,07,3F,80,00,00,00,00,00,00,00,00,00,00,00,03,00,00,08,
R 18:12:47.495: 08,02,C0,78,00,19,00,00,00,F5,03,19,00,00,00,07,3F,80,00,00,00,00,00,00,00,00,00,00,00,03,00,00,08,
R 18:12:49.475: 08,02,C0,AD,00,19,00,00,01,5F,03,52,00,00,00,07,3F,80,00,00,00,00,00,00,00,00,00,00,00,03,00,00,08,
R 18:12:51.493: 08,02,C0,AE,00,19,00,00,01,61,03,54,00,00,00,07,3F,80,00,00,00,00,00,00,00,00,00,00,00,03,00,00,08,
R 18:12:53.486: 08,02,C0,AF,00,19,00,00,01,63,03,56,00,00,00,07,3F,80,00,00,00,00,00,00,00,00,00,00,00,03,00,00,08,
R 18:12:55.494: 08,02,C0,B0,00,19,00,00,01,65,03,56,00,00,00,07,3F,80,00,00,00,00,00,00,00,00,00,00,00,03,00,00,08,
R 18:12:57.493: 08,02,C0,B1,00,19,00,00,01,67,03,55,00,00,00,07,3F,80,00,00,00,00,00,00,00,00,00,00,00,03,00,00,08,
R 18:12:59.475: 08,02,C0,B2,00,19,00,00,01,69,03,56,00,00,00,07,3F,80,00,00,00,00,00,00,00,00,00,00,00,03,00,00,08,
R 18:13:01.483: 08,02,C0,B3,00,19,00,00,01,6B,03,58,00,00,00,07,3F,80,00,00,00,00,00,00,00,00,00,00,00,03,00,00,08,
R 18:13:21.741: 08,02,C0,B4,00,19,00,00,01,6D,03,5B,00,00,00,07,3F,80,00,00,00,00,00,00,00,00,00,00,00,03,00,00,08,
R 18:13:22.741: 08,02,C0,B5,00,19,00,00,01,6F,03,5D,00,00,00,07,3F,80,00,00,00,00,00,00,00,00,00,00,00,03,00,00,08,
R 18:13:24.749: 08,02,C0,B6,00,19,00,00,01,71,03,5C,00,00,00,07,3F,80,00,00,00,00,00,00,00,00,00,00,00,03,00,00,08,
R 19:45:16.577: 08,02,C0,0A,00,19,00,00,00,14,01,32,00,00,00,07,3F,80,00,00,00,00,00,00,00,00,00,00,00,03,00,00,08,
